depth;pointid;oc;th_lat;th_long;survey_date;elev;lc0_desc;lc1_desc;lu1_desc
0-20 cm;154902386;20.5;43.55878148;24.53447891;02/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155062358;12.8;43.28355316;24.66589952;23/07/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155002378;15.1;43.47067177;24.63810457;14/07/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155102384;16.6;43.50602759;24.77322643;05/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155142348;14.4;43.18118162;24.74022634;04/07/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155362396;15.8;43.56534626;25.1169654;15/10/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155182378;16.2;43.43889057;24.85671963;25/07/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155202358;15.4;43.25884093;24.83541126;28/07/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155282384;17.2;43.47395437;24.99191152;02/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155362346;17.3;43.12439426;25.00147679;26/10/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155302354;14.8;43.20572555;24.947271;21/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155322388;15.2;43.50203651;25.04974609;02/09/2018;0;Cropland;Vineyards;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155362364;17.9;43.28317823;25.04278572;24/07/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144442892;18.1;49.1284356;11.68504498;20/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155562362;17.1;43.22926689;25.28004631;24/07/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155622354;16.1;43.14777308;25.33381599;02/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155542396;15.4;43.53253297;25.33571383;15/10/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155742340;13;43.00231888;25.44566213;01/08/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155802390;19.3;43.4315063;25.63685521;08/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155882404;13.5;43.53966948;25.76771829;23/09/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155962348;14.9;43.03178571;25.7294115;11/07/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155862392;16.6;43.4378538;25.71438302;26/07/2018;0;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155902364;19.4;43.18390382;25.69539227;23/09/2018;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155902418;17.7;43.65903144;25.82616884;26/07/2018;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155962430;13.6;43.7531377;25.92868934;22/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156082450;15.9;43.90585025;26.12478298;23/09/2018;0;Cropland;Soya;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155482404;14.2;43.61401069;25.28168419;03/09/2018;0;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156282430;13.5;43.69136838;26.31796644;02/08/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156182448;18.3;43.8689037;26.24171669;22/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156202458;15;43.95280153;26.29145427;23/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156222438;18;43.77331253;26.26519026;03/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156302418;9.9;43.58209753;26.31199242;14/09/2018;0;Cropland;Other Leguminous  and mixtures for fodder;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156482464;14.7;43.95020704;26.64853738;29/08/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156362466;12.4;43.99157193;26.50726608;24/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156502448;13.6;43.80592646;26.63147856;02/08/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156842490;20.1;44.10506951;27.1566233;21/08/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144782914;10.8;49.31823719;12.15930168;31/05/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156502438;15.5;43.71822449;26.60570645;14/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156582460;14.3;43.89514033;26.76003031;04/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144962878;46.1;48.98962512;12.39092927;06/09/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156642452;19;43.81296901;26.8121949;29/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156662410;22;43.44074905;26.7276491;10/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156662432;13.9;43.633647;26.78444902;02/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144962918;13;49.34916611;12.40848432;13/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156702444;16.2;43.73077002;26.86423439;02/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156742470;15.6;43.95043142;26.98127823;26/08/2018;0;Cropland;Soya;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156802486;13.6;44.0782683;27.09704963;27/08/2018;0;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156962458;11.7;43.80035005;27.21708833;04/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157022486;15;44.03287362;27.36550745;01/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157102470;11.7;43.87630819;27.41955058;21/08/2018;0;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156282362;12.2;43.09397712;26.14852675;15/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156142406;14.7;43.50769651;26.08799621;27/07/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156782386;16.1;43.20621876;26.81081132;05/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156462394;34.6;43.34002502;26.44522218;06/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156462398;17.8;43.37514109;26.45531121;02/08/2018;0;Cropland;Permanent industrial crops;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156482382;13.5;43.23073401;26.43916727;25/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157002452;16.4;43.73959496;27.24963056;20/08/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156702372;12.6;43.09941807;26.67881378;23/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145022946;16.7;49.59900735;12.50391507;18/05/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156822398;11.5;43.30337695;26.88992101;09/08/2018;0;Cropland;Lucerne;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;143622824;18;48.52803778;10.5548872;23/07/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156842364;8.1;43.00121544;26.82662414;26/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156862420;16.1;43.48807524;26.99542386;04/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144603314;6.4;52.9168657;12.06663996;30/05/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156922404;21.6;43.3356893;27.0261076;05/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157022450;16;43.71796373;27.26855401;04/08/2018;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157062390;25.6;43.1844468;27.15816314;05/08/2018;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157062416;24.1;43.41212504;27.22655822;05/07/2018;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157082394;37.1;43.21537567;27.19270766;05/08/2018;0;Cropland;Lucerne;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157082430;13;43.53054271;27.28787064;13/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157102368;9.7;42.98352768;27.14880176;26/09/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157122392;23.5;43.18963422;27.23557509;01/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157122438;19.5;43.5922584;27.35762782;08/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157382392;28.8;43.13561621;27.54802622;08/08/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157182422;15.4;43.43980948;27.38737014;08/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157182452;18.6;43.70221445;27.46797645;29/07/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157442466;23.2;43.76967513;27.82148725;06/07/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157282386;20.3;43.10399725;27.41199798;01/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157282404;21.1;43.26150259;27.45985649;12/07/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157282426;15.4;43.45393451;27.51881806;13/07/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157322470;17.9;43.83009882;27.68688699;06/07/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157362448;18.8;43.62942071;27.67514578;04/07/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157382428;13.9;43.45040422;27.64491693;05/08/2018;0;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157522444;16.5;43.56049001;27.85767167;02/08/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144643358;13.1;53.31102703;12.14558376;11/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144763232;7;52.17604985;12.26622001;20/07/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144823334;8.7;53.09041263;12.40344626;03/05/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157542394;8.8;43.11938354;27.74544966;15/07/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144843348;9.5;53.21553969;12.44037114;01/08/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157342408;20.6;43.28394508;27.54277488;17/07/2018;0;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157642434;17.9;43.44747531;27.97495287;06/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145023284;20.1;52.63512968;12.67411138;26/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;142243402;19.2;53.71657824;8.530852987;18/09/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157682458;18.7;43.64831336;28.08991137;29/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;142863320;25.3;52.98742006;9.478855088;02/07/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141083280;15.6;52.58771829;6.856191951;31/08/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157802466;21.1;43.69201288;28.25753239;06/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141583286;15.7;52.65874224;7.590646986;06/09/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157842460;21;43.63096435;28.28895906;06/08/2018;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141603320;21;52.96468356;7.603506716;05/09/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155602298;14.8;42.65763042;25.18036219;01/08/2018;0;Cropland;Rice;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141643342;17.7;53.16343399;7.652331193;08/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155722292;8.3;42.58285651;25.31021857;03/10/2018;0;Cropland;Permanent industrial crops;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141703268;21.2;52.50051023;7.77609251;04/09/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155742290;6.1;42.5615595;25.32953204;01/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141743306;17.9;52.84290865;7.81807925;07/09/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141783342;20.9;53.16732024;7.861558712;15/07/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141823346;26.9;53.20429189;7.919613764;30/05/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156082288;19;42.48089218;25.73085798;23/09/2018;0;Cropland;Cherry fruit;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156102260;22.3;42.23045615;25.68906995;24/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156142258;22.7;42.20533692;25.731913;15/10/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156142276;10.5;42.36391193;25.77411283;09/08/2018;0;Cropland;Other fresh vegetables;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156162290;22.9;42.48343727;25.83099549;23/09/2018;0;Cropland;Vineyards;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141843340;37.9;53.15091062;7.952089528;26/05/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141963222;12.6;52.09378584;8.175882103;26/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156462260;19.1;42.16217667;26.1163475;20/08/2018;0;Cropland;Other Leguminous  and mixtures for fodder;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156682268;20.4;42.18990284;26.39647292;26/07/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156482306;14.9;42.56295593;26.25114628;02/05/2018;0;Cropland;Durum wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141963248;10.9;52.32736506;8.166302698;25/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156742272;12.2;42.21330666;26.47736998;21/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;142063322;24.5;52.99433765;8.287227441;10/09/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;142083332;33.2;53.08459289;8.313516782;28/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;140523090;14.6;50.85823891;6.177697005;06/07/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141003224;16.9;52.08186203;6.774990309;11/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156902276;21.9;42.21682886;26.67690014;16/08/2018;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141083172;17.3;51.618117;6.923613113;15/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141083226;14.5;52.10294119;6.890351574;11/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157062336;15.3;42.71121751;27.0183507;23/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157102282;9.1;42.22944256;26.92889012;21/08/2018;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157122302;15.9;42.40086855;27.00313023;08/08/2018;0;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141363184;12.2;51.73579608;7.321305637;01/08/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157302330;12.3;42.60950739;27.2890957;01/09/2018;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157362326;22;42.56207159;27.35014596;23/08/2018;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157442340;17.9;42.66804265;27.48201569;17/07/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157522354;18.1;42.77381092;27.61440439;25/07/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157542296;11.6;42.26193318;27.48583733;01/08/2018;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153402272;18.1;42.79114521;22.48159553;14/09/2018;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153482214;14.8;42.26353702;22.46909674;06/09/2018;0;Cropland;Apple fruit;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153482276;10.6;42.8146974;22.58567807;04/06/2018;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153742220;19.9;42.27764306;22.79123855;04/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153742300;45.2;42.98812346;22.94615232;12/09/2018;0;Cropland;Oats;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153782270;22.5;42.71561085;22.93563177;07/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;140882988;19.3;49.958043;6.752151177;26/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141962892;9.3;49.12802056;8.287564723;19/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153862246;19.2;42.49011584;22.98498348;31/08/2018;0;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;142082918;13.3;49.36418841;8.444515533;31/08/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144983158;10.6;51.50485785;12.54981374;19/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153902242;33.6;42.44838148;23.02514076;08/08/2018;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153962180;28.8;41.88836914;22.976996;20/07/2018;0;Cropland;Other fruit trees and berries;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153962198;6.7;42.0482857;23.01154075;21/06/2018;0;Cropland;Vineyards;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153822288;22;42.86918766;23.01914419;13/09/2018;0;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154102246;15.5;42.45245958;23.27262409;01/09/2018;0;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154222134;5.8;41.43907707;23.19643434;06/07/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154502256;13.4;42.47650032;23.7718889;15/08/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154482304;42.2;42.90497401;23.84773008;03/07/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154862288;11.3;42.69949081;24.2708856;04/10/2018;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155182252;16;42.32598298;24.57594991;18/07/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154942224;4.8;42.11952586;24.23017459;08/06/2018;0;Cropland;Other non-permanent industrial crops;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144163248;11.1;52.33333994;11.39372539;11/07/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154962244;33.5;42.29313719;24.29638351;01/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144343140;20.4;51.35957218;11.62245959;18/07/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144703216;11.3;52.03397314;12.1715582;03/08/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155102294;15.9;42.71117849;24.5719928;17/04/2018;0;Cropland;Permanent industrial crops;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145203194;9.1;51.82079833;12.88694674;13/06/2018;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155282244;6.7;42.23779822;24.67768368;18/07/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155342278;7.3;42.52766763;24.82415753;17/09/2018;0;Cropland;Lucerne;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155362256;10.1;42.32977615;24.79932417;24/09/2018;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)